id1	id2	reg	distance
YOR110W	YDL047W	binding enriched	52.709
YGR116W	YGR211W	binding enriched	31.168
YBR049C	YPL231W	binding enriched	56.195
YIL101C	YKR055W	binding enriched	74.970
YDL005C	YPL031C	binding enriched	34.047
YDR207C	YER185W	binding enriched	104.658
YDR423C	YGR149W	+	89.165
YML007W	YPL143W	binding enriched	86.131
YOL148C	YAR002W	+	104.859
YLR403W	YJL197W	?	128.971
YNL216W	YBR047W	binding enriched	96.785
YIL101C	YLR108C	binding enriched	36.402
YER159C	YJL210W	binding enriched	31.141
YLR176C	YPL167C	binding enriched	109.474
YIL101C	YCR108C	binding enriched	60.333
YDR259C	YOR382W	+	70.142
YGR252W	YNR032W	binding enriched	104.463
YDR310C	YBR005W	+	131.862
YDR207C	YDR273W	binding enriched	14.313
YLR071C	YGR243W	binding enriched	64.735
YIL101C	YMR230W	binding enriched	81.900
YLR451W	YDL022W	binding enriched	156.541
YGR252W	YNL327W	binding enriched	63.383
YER159C	YOR035C	binding enriched	72.749
YLR403W	YOR125C	-	155.936
YIL036W	YOL103W-B	+	88.233
YGR252W	YER153C	binding enriched	35.254
YLR071C	YOR267C	binding enriched	113.343
YJL127C	YML047W-A	?	106.016
YNL330C	YFL045C	binding enriched	98.434
YDR392W	YLR163C	binding enriched	127.514
YDR253C	YPR153W	bound	53.207
YBR081C	YLR417W	binding enriched	102.479
YOR110W	YPL133C	binding enriched	79.799
YER111C	YLR099W-A	binding enriched	23.988
YLR403W	YAL042W	+	188.331
YLR403W	YFR032C-A	+	182.933
YEL009C	YHR219W	?	113.198
YKL185W	YNR059W	binding enriched	87.060
YJL127C	YNL244C	+	45.210
YDL170W	YLR335W	binding enriched	148.946
YIL101C	YJL208C	binding enriched	58.003
YAL051W	YHL021C	+	72.269
YIL101C	YGR161C	binding enriched	59.333
YOL108C	YGR076C	binding enriched	102.995
YLR403W	YIL120W	?	106.776
YPL075W	YDL075W	+	49.280
YKL112W	YGL032C	+	79.104
YDR207C	YEL017W	binding enriched	136.183
YDL005C	YLR162W	binding enriched	147.654
YER040W	YMR056C	binding enriched	81.487
YJL127C	YOL050C	?	57.750
YNL236W	YKL163W	+	33.481
YOR110W	YER159C-A	binding enriched	66.316
YJL127C	YDR418W	+	98.025
YDR392W	YNL284C-B	+	52.544
YPR086W	YLR257W	binding enriched	146.451
YDR259C	YBR052C	binding enriched	96.259
YDR463W	YBR026C	binding enriched	114.671
YIL036W	YBL087C	+	49.056
YOR174W	YER136W	binding enriched	56.366
YIR018W	YPL161C	?	92.276
YBR083W	YNL159C	+	74.681
YDR463W	YKR103W	binding enriched	98.578
YLR403W	YJL084C	?	143.554
YJL127C	YFL034C-A	+	76.392
YCR084C	YDR077W	binding enriched	74.231
YIR018W	YML107C	-	78.829
YPL075W	YKL001C	+	73.940
YBR112C	YER104W	binding enriched	63.817
YLR403W	YLR107W	?	100.707
YOL148C	YLR413W	+	155.680
YIL131C	YHR106W	binding enriched	62.422
YOR344C	YER159C-A	+	42.800
YIL101C	YGL245W	binding enriched	53.386
YGL073W	YGL016W	+	50.659
YOR110W	YFL049W	binding enriched	62.841
YIR023W	YMR316W	+	107.392
YOR110W	YJL164C	binding enriched	56.593
YGL073W	YIL052C	+	28.917
YNL216W	YBR092C	+	88.082
YLR223C	YLR333C	bound	28.158
YPL075W	YGR086C	+	81.072
YDR397C	YLR120C	binding enriched	117.408
YIL036W	YPL081W	+	83.699
YLR451W	YJR017C	binding enriched	179.901
YJL103C	YML039W	+	92.282
YNL330C	YOR303W	binding enriched	9.481
YNL330C	YIR013C	binding enriched	130.604
YBR049C	YOL144W	binding enriched	116.588
YPL254W	YBR191W	+	31.873
YEL009C	YML122C	?	78.836
YJL127C	YIL133C	+	44.440
YNL216W	YDR314C	-	93.796
YNL236W	YGL028C	+	68.603
YOR344C	YAL007C	+	146.965
YLR403W	YKR014C	-	170.567
YDL005C	YKL122C	binding enriched	78.345
YPL254W	YMR144W	binding enriched	28.828
YPL254W	YPL249C-A	+	3.181
YHL027W	YLL052C	-	61.149
YPL254W	YAR009C	+	135.312
YIL036W	YIL075C	+	31.476
YHR206W	YKR042W	+	97.974
YCR084C	YDR210W	binding enriched	94.629
YIR018W	YJL054W	binding enriched	67.077
YLR223C	YML063W	bound	143.758
YLR403W	YAL068C	?	185.634
YOL148C	YNL284C-B	+	49.956
YHR206W	YCR012W	binding enriched	65.032
YPL075W	YLR196W	+	136.019
YOR110W	YJR112W	binding enriched	41.558
YPR133C	YMR251W	binding enriched	66.824
YPL254W	YOR012W	binding enriched	111.577
YOR174W	YMR017W	binding enriched	91.673
YJL127C	YER055C	+	21.604
YDL005C	YGR046W	binding enriched	75.113
YOR174W	YHL038C	binding enriched	112.350
YLR403W	YMR143W	?	130.903
YGR252W	YML101C	binding enriched	76.727
YBR049C	YEL006W	binding enriched	81.130
YOR110W	YLR386W	binding enriched	155.744
YOR110W	YIR003W	binding enriched	105.037
YJL127C	YBL064C	-	75.901
YJL127C	YBR293W	?	108.537
YJL127C	YMR275C	?	97.823
YLR403W	YKL041W	-	180.039
YLR403W	YNR032W	-	163.430
YBL103C	YDR481C	+	116.164
YDR207C	YEL038W	binding enriched	122.714
YJL127C	YFL031W	+	84.420
YIL131C	YGR175C	binding enriched	51.530
YJL127C	YAL020C	?	78.249
YPL075W	YPL143W	+	44.536
YNL236W	YNL076W	+	44.498
YER159C	YMR031C	binding enriched	95.342
YIL101C	YFR019W	binding enriched	69.039
YLR403W	YNL006W	?	176.663
YNL330C	YDR222W	binding enriched	63.738
YDR259C	YHL047C	binding enriched	106.216
YLR403W	YMR058W	-	156.659
YLR403W	YNL164C	-	115.314
YGL073W	YLR109W	+	14.293
YGL073W	YNL007C	+	78.909
YNL103W	YOR230W	?	48.937
YIR018W	YNL010W	binding enriched	17.008
YDR253C	YJR115W	bound	75.883
YCR084C	YML114C	+	42.204
YLR403W	YDL210W	-	123.468
YDR207C	YNL217W	binding enriched	75.174
YPR086W	YPL087W	binding enriched	30.102
YPL254W	YIL155C	-	94.576
YPR104C	YPL014W	binding enriched	60.748
YGR252W	YER149C	binding enriched	37.115
YLR071C	YDL124W	binding enriched	110.300
YLR403W	YOR194C	?	126.936
YNL330C	YCR089W	binding enriched	113.778
YLR403W	YBR105C	-	100.652
YLR176C	YKL171W	binding enriched	153.178
YDR207C	YIL041W	-	119.033
YOR174W	YGR055W	binding enriched	116.532
YOR110W	YOR312C	binding enriched	53.869
YBR049C	YPL178W	binding enriched	39.588
YOL004W	YER052C	-	65.209
YLR071C	YDR214W	binding enriched	103.135
YOR174W	YJR077C	binding enriched	56.646
YNL330C	YBR066C	binding enriched	94.144
YJL127C	YMR191W	-	118.182
YJL127C	YPL200W	?	102.458
YPR104C	YGL062W	binding enriched	95.893
YER161C	YHR105W	binding enriched	80.748
YOR110W	YDR505C	binding enriched	56.403
YIL101C	YML011C	binding enriched	62.701
YHL027W	YLR349W	-	161.455
YLR403W	YER154W	+	94.660
YPR086W	YCL064C	binding enriched	72.252
YDR463W	YDL237W	binding enriched	38.967
YIL101C	YDR263C	binding enriched	91.564
YDL005C	YFR006W	binding enriched	10.073
YNL216W	YBL050W	binding enriched	87.459
YDL005C	YPL017C	binding enriched	16.898
YOR110W	YJL209W	binding enriched	49.790
YER159C	YJR127C	binding enriched	44.649
YBR112C	YOR197W	binding enriched	107.590
YER159C	YLR227W-B	binding enriched	96.134
YOR110W	YOR206W	binding enriched	31.625
YOL148C	YAR028W	+	94.288
YJR060W	YFL014W	-	63.019
YML007W	YGR081C	binding enriched	88.461
YDR043C	YLR194C	+	153.751
YIL101C	YDR065W	binding enriched	80.520
YGL071W	YIL125W	+	27.168
YER111C	YKR093W	-	96.265
YHR058C	YDR237W	binding enriched	90.884
YNL236W	YOR382W	-	51.214
YBR083W	YPL114W	+	46.550
YGR104C	YOR258W	binding enriched	104.294
YIL131C	YCL033C	binding enriched	57.373
YIR018W	YOL013C	?	33.027
YPL075W	YLR110C	+	87.776
YJL127C	YOL121C	+	45.408
YLR403W	YDR235W	-	127.475
YDR259C	YOR095C	binding enriched	69.613
YIL101C	YJL020C	binding enriched	57.633
YLR403W	YLR216C	?	32.750
YHL027W	YHL047C	-	12.987
YDR259C	YAL047C	binding enriched	120.129
YOR174W	YJR005C-A	binding enriched	99.325
YKR034W	YNR063W	-	82.338
YOL148C	YDL037C	+	75.562
YCR084C	YEL063C	binding enriched	43.143
YLR071C	YDR046C	binding enriched	96.961
YBR083W	YGR027W-A	+	58.336
YLR182W	YKL097C	+	161.445
YLR403W	YMR120C	+	133.601
YPL075W	YDL130W	+	74.230
YMR037C	YOR374W	binding enriched	101.938
YLR403W	YIL076W	-	115.088
YGR252W	YDR138W	binding enriched	79.582
YBR112C	YDR388W	binding enriched	95.949
YER111C	YHL049C	-	86.736
YLR176C	YKR021W	binding enriched	157.463
YPR086W	YOR386W	binding enriched	97.427
YDR463W	YMR184W	binding enriched	80.790
YEL009C	YBR082C	?	79.620
YLR451W	YGL148W	binding enriched	86.786
YKR099W	YKL043W	+	22.734
YGL073W	YOR234C	+	91.257
YJL127C	YMR137C	?	114.776
YLR223C	YDR447C	bound	119.689
YNL236W	YKL216W	+	45.144
YOR028C	YAL002W	binding enriched	63.917
YNL199C	YLR214W	+	138.992
YJL110C	YGL255W	-	47.857
YHR058C	YOL101C	binding enriched	102.440
YDR259C	YBR166C	binding enriched	73.927
YKL015W	YIL117C	binding enriched	72.754
YNL236W	YKL127W	+	41.927
YDL005C	YGR161C	binding enriched	107.983
YER111C	YML100W	-	65.316
YDR463W	YLR138W	binding enriched	93.812
YDR397C	YHR022C-A	binding enriched	126.209
YOL004W	YHL015W	+	37.989
YIL036W	YKL060C	+	80.578
YIL131C	YPL079W	binding enriched	79.162
YNL236W	YDL096C	+	53.710
YIL101C	YMR114C	binding enriched	77.894
YIL036W	YNL200C	-	79.590
YLR403W	YKL040C	-	180.293
YLR403W	YJL122W	+	134.461
YLR403W	YHR090C	-	126.315
YGL181W	YMR186W	+	88.393
YDL170W	YPR063C	binding enriched	67.588
YIL036W	YKL106W	+	85.229
YNL216W	YGR213C	binding enriched	73.607
YLR403W	YML013W	?	171.257
YLR176C	YMR189W	binding enriched	114.950
YDR463W	YPL187W	binding enriched	57.303
YNL103W	YPL008W	?	100.749
YLR403W	YNL279W	-	108.208
YER111C	YBR133C	binding enriched	65.938
YDR463W	YJL092W	binding enriched	97.079
YDR259C	YMR021C	binding enriched	90.767
YML007W	YJL020C	binding enriched	44.773
YIR018W	YJL055W	?	68.017
YOL108C	YKL033W	binding enriched	64.026
YHL027W	YOL155C	-	119.065
YOR110W	YJR109C	binding enriched	44.405
YPL254W	YGR161W-B	+	64.142
YKL015W	YNL298W	binding enriched	103.376
YPR086W	YDR480W	binding enriched	74.645
YNL216W	YML024W	+	85.298
YOR110W	YBR301W	binding enriched	115.295
YPR086W	YGR234W	binding enriched	87.906
YOL148C	YGR038C-B	+	100.107
YLR403W	YMR019W	?	161.383
YPL254W	YDR210W-A	+	50.792
YLR176C	YBR154C	binding enriched	85.181
YLR176C	YDR025W	binding enriched	140.680
YFL021W	YOR034C	+	50.753
YBR049C	YBR182C-A	binding enriched	42.043
YBR182C	YLR214W	+	70.802
YDR259C	YIR012W	binding enriched	133.396
YJL127C	YJR061W	?	35.467
YBR081C	YML130C	binding enriched	33.887
YLR403W	YDR266C	?	123.099
YPR086W	YFR015C	binding enriched	69.303
YLR223C	YJL136C	bound	123.868
YIL101C	YFR030W	binding enriched	75.528
YDR259C	YKL087C	binding enriched	74.352
YBR049C	YLL013C	binding enriched	68.647
YPL075W	YDL029W	+	49.426
YLR403W	YGL130W	-	94.039
YHR058C	YGL224C	binding enriched	94.178
YJL056C	YGL121C	+	63.075
YBR049C	YCL064C	+	33.516
YPR104C	YPR120C	binding enriched	13.952
YIL101C	YKL100C	binding enriched	61.941
YDR463W	YLL052C	binding enriched	102.302
YGL071W	YMR058W	+	96.874
YMR182C	YMR105C	-	22.319
YGR252W	YGL038C	binding enriched	72.516
YLR176C	YCL067C	binding enriched	122.171
YIL131C	YMR212C	binding enriched	87.281
YDR259C	YOR080W	binding enriched	80.388
YIL036W	YDR098C-B	+	106.407
YJL127C	YNL109W	?	27.293
YOL148C	YBR054W	+	112.323
YOL148C	YPL231W	+	122.639
YML099C	YER074W	-	86.994
YER159C	YDL215C	binding enriched	58.745
YLR403W	YOR341W	+	97.156
YEL009C	YML070W	?	86.042
YJR127C	YJL178C	binding enriched	57.816
YLR403W	YLR109W	+	100.833
YMR037C	YHR187W	binding enriched	69.632
YIL101C	YBR205W	binding enriched	62.376
YDL170W	YOL073C	binding enriched	54.430
YLR403W	YPR043W	+	152.607
YMR037C	YCL039W	binding enriched	70.758
YLR071C	YGR086C	binding enriched	25.108
YIL101C	YNL129W	binding enriched	51.571
YGR116W	YLR304C	binding enriched	80.106
YJR127C	YEL017C-A	binding enriched	67.855
YPR104C	YLR397C	binding enriched	150.415
YDR146C	YLR162W-A	-	132.445
YGR252W	YDL137W	binding enriched	86.791
YOR174W	YJR123W	binding enriched	54.979
YBR049C	YBR126C	binding enriched	28.898
YBR049C	YPL154C	binding enriched	46.964
YLR071C	YOR076C	binding enriched	102.692
YDR463W	YKR072C	binding enriched	102.333
YOR174W	YGL192W	binding enriched	67.447
YPR133C	YCL024W	binding enriched	88.235
YBR049C	YER087C-B	binding enriched	72.264
YIL101C	YBL076C	binding enriched	28.722
YCR084C	YMR045C	+	60.075
YMR070W	YHR136C	-	70.477
YER159C	YOL047C	binding enriched	78.115
YLR403W	YER046W	-	127.606
YPR086W	YGR088W	binding enriched	86.043
YPL254W	YMR032W	binding enriched	71.823
YLR071C	YDL055C	binding enriched	89.990
YDR463W	YGR102C	binding enriched	101.018
YOR028C	YBR296C	-	122.248
YOR162C	YNL289W	+	37.316
YKL112W	YJR070C	+	41.535
YBR049C	YML010W	binding enriched	61.800
YIL131C	YJR058C	binding enriched	65.878
YGR104C	YFL027C	binding enriched	88.823
YCR084C	YIL109C	+	40.036
YDR392W	YHR049W	binding enriched	115.855
YIL101C	YJR114W	binding enriched	32.784
YDL170W	YBR244W	binding enriched	114.498
YOR110W	YOR229W	binding enriched	40.873
YDR463W	YOR113W	binding enriched	58.970
YJL127C	YML043C	?	98.915
YBR081C	YGR198W	binding enriched	34.541
YDR392W	YDR174W	binding enriched	54.100
YNL216W	YBR033W	-	95.359
YGL073W	YPL257W-A	+	80.666
YMR182C	YMR104C	-	21.708
YOR110W	YKL213C	binding enriched	26.410
YBR049C	YGR259C	+	72.274
YOR110W	YGL039W	binding enriched	90.936
YDR259C	YDR141C	binding enriched	23.689
YDR392W	YHR161C	binding enriched	114.717
YLR176C	YEL040W	binding enriched	130.603
YKL032C	YGL254W	+/-	104.987
YDR259C	YPR071W	binding enriched	70.276
YPR086W	YHL021C	binding enriched	56.670
YLR403W	YDR367W	-	107.679
YPL075W	YKL008C	+	68.858
YLR403W	YLL033W	?	141.475
YDR207C	YJL153C	-	112.855
YCR084C	YOR274W	binding enriched	112.433
YBR049C	YLL044W	+	64.103
YGR252W	YER178W	binding enriched	49.123
YLR403W	YNL320W	?	118.658
YNL330C	YNL077W	binding enriched	69.824
YJR127C	YLR094C	binding enriched	35.132
YOR028C	YKL127W	binding enriched	38.529
YOR028C	YGL089C	+	85.591
YOR110W	YNR037C	binding enriched	74.374
YCR084C	YLR178C	-	115.544
YIL036W	YER117W	+	67.997
YGR252W	YPL207W	binding enriched	66.062
YNL216W	YLR110C	+	80.500
YLR403W	YOR177C	-	126.587
YIL036W	YLR157C-A	+	101.357
YLR403W	YLR455W	?	8.424
YDL170W	YDL226C	binding enriched	28.905
YDR397C	YJR127C	binding enriched	83.002
YNL216W	YFL045C	+	60.325
YML007W	YDR508C	binding enriched	121.901
YNL103W	YGR087C	?	73.276
YIR018W	YCL030C	binding enriched	21.039
YNR010W	YCL064C	+	58.425
YDR207C	YNL118C	binding enriched	78.732
YBR083W	YLR157C-B	+	77.210
YIL101C	YBR034C	binding enriched	52.027
YGR252W	YJR131W	binding enriched	65.051
YMR037C	YDR182W-A	binding enriched	64.552
YPL254W	YLR109W	+	83.235
YGL013C	YDR519W	-	122.277
YER159C	YJR009C	binding enriched	95.164
YML007W	YER104W	binding enriched	84.443
YDL005C	YLR312C	binding enriched	172.064
YPL254W	YJR029W	+	120.164
YIR018W	YFR023W	?	44.783
YIL101C	YGL137W	binding enriched	41.808
YLR403W	YJR154W	?	147.030
YBR049C	YER139C	binding enriched	86.217
YJR127C	YOL016C	+	50.299
YIL131C	YHL035C	binding enriched	69.877
YOL004W	YLR387C	binding enriched	175.075
YGR252W	YHR207C	binding enriched	57.619
YPR104C	YMR045C	binding enriched	19.785
YIR018W	YPR058W	binding enriched	80.276
YDL106C	YLR159W	-	143.987
YDR423C	YGL029W	-	108.945
YDR392W	YJR029W	+	118.863
YPR086W	YKL100C	binding enriched	47.439
YGL073W	YKL120W	+	97.019
YDR146C	YPL092W	binding enriched	55.234
YJR127C	YLR348C	binding enriched	128.761
YNL199C	YFR055W	+	64.077
YPL254W	YDR034C-C	+	63.495
YPR104C	YJL212C	binding enriched	104.833
YLR403W	YJL011C	?	178.011
YLR403W	YCL031C	?	155.056
YKR099W	YOR192C-A	-	75.149
YOR344C	YDR098C-A	+	102.714
YPR104C	YPL111W	binding enriched	32.048
YDR392W	YBR068C	binding enriched	97.702
YMR182C	YJL076W	-	110.610
YDL106C	YCL064C	+	98.326
YGL073W	YIL094C	+	37.478
YPL254W	YDR366C	+	67.885
YBR083W	YLR120C	+	48.044
YLR403W	YGR145W	?	70.832
YLR403W	YOR252W	?	119.648
YGR252W	YLR432W	binding enriched	64.660
YJL056C	YBL038W	binding enriched	92.819
YNL330C	YHL036W	binding enriched	123.293
YCR084C	YIL078W	+	26.815
YPL075W	YBR296C	+	80.835
YPL075W	YBL002W	+	71.916
YLR403W	YER044C	+	129.673
YLR403W	YLR326W	?	28.998
YNL103W	YBR108W	?	102.028
YDR259C	YDR036C	binding enriched	77.115
YDL005C	YOL166W-A	binding enriched	82.515
YDL005C	YEL024W	binding enriched	52.022
YLR403W	YPL061W	+	145.042
YDR423C	tQ(UUG)B	+	98.007
YLR403W	YOR110W	-	151.741
YLR403W	YAL060W	?	175.613
YDR392W	YKL035W	binding enriched	107.844
YPR086W	YHL008C	binding enriched	71.549
YOR110W	YDR492W	binding enriched	60.488
YOR174W	YDL222C	binding enriched	31.756
YIL101C	YMR214W	binding enriched	86.028
YJL127C	YLR076C	+	63.281
YDR207C	YHR021W-A	binding enriched	99.090
YDR207C	YBR196C-A	binding enriched	75.709
YDL005C	YBL015W	binding enriched	23.905
YGR104C	YGL056C	binding enriched	45.552
YIL101C	YOR237W	binding enriched	76.538
YGR252W	YNL010W	binding enriched	117.070
YOL148C	YKL096W	+	61.805
YDL005C	YDL198C	binding enriched	103.369
YGL071W	YKL097C	+	93.766
YDR207C	YBR139W	binding enriched	80.036
YNL216W	YDR098C-B	-	66.436
YDR259C	YPL113C	binding enriched	58.182
YJL127C	YNL319W	?	74.883
YDR253C	YJR095W	bound	83.068
YIR018W	YGR121W-A	binding enriched	91.596
YLR403W	YER141W	?	95.529
YBR049C	YGR052W	binding enriched	44.946
YDR259C	YOL043C	binding enriched	90.237
YJL056C	YOL084W	+	38.514
YPL075W	YGR106C	+	72.308
YDL005C	YPL107W	binding enriched	87.010
YIL131C	YLR078C	binding enriched	25.684
YHR084W	YNL166C	+	84.218
YIR018W	YGL258W-A	?	99.614
YJL127C	YBR235W	?	90.538
YOR110W	YBL066C	binding enriched	96.582
YIL131C	YJR033C	binding enriched	59.852
YKL058W	YBR072W	binding enriched	79.171
YHR084W	YIL117C	+	56.950
YNL216W	YDR170W-A	-	83.551
YHR058C	YKR019C	binding enriched	66.350
YBR112C	YGR205W	binding enriched	48.216
YOR110W	YNL147W	binding enriched	41.821
YBR049C	YEL034W	+	78.110
YIL131C	YMR115W	binding enriched	87.806
YDR207C	YIL155C	binding enriched	116.336
YPL075W	YHR163W	+	44.333
YER159C	YBR010W	binding enriched	97.909
YLR403W	YMR277W	+	100.443
YDR463W	YEL060C	binding enriched	110.741
YDL106C	YHR215W	+	125.365
YGR252W	YBR179C	binding enriched	37.244
YGR044C	YHL021C	+	67.153
YDR207C	YOR147W	binding enriched	67.318
YDR463W	YGR204C-A	binding enriched	62.361
YDL005C	YNR058W	binding enriched	65.626
YER040W	YMR058W	binding enriched	81.221
YLR176C	YGR169C	binding enriched	48.962
YMR037C	YDR245W	binding enriched	70.201
YGL073W	YKL029C	+	100.558
YLR403W	YNL133C	-	119.813
YLR071C	YNL001W	binding enriched	69.866
YNL216W	YIL121W	+	54.119
YDR463W	YEL017C-A	binding enriched	138.391
YIL131C	YPL222W	binding enriched	70.957
YBR049C	YDL235C	binding enriched	85.401
YDR397C	YCR012W	binding enriched	145.950
YIL131C	YGL009C	binding enriched	55.173
YOR380W	YLR162W	-	87.783
YML007W	YIL133C	binding enriched	75.788
YLR403W	YPL138C	-	110.721
YOR110W	YPR013C	binding enriched	92.762
YLR403W	YMR309C	+	96.304
YKR099W	YCR005C	-	72.605
YGL073W	YGL008C	+	66.295
YJL127C	YCR015C	?	94.470
YOR174W	YLR187W	binding enriched	138.296
YGR116W	YGR142W	binding enriched	18.152
YMR182C	YDR074W	-	48.465
YNL216W	YGR090W	-	76.408
YBR049C	YHR163W	+	9.465
YLR071C	YDR050C	binding enriched	100.447
YLR176C	YPR031W	binding enriched	154.314
YLR176C	YOR215C	binding enriched	136.350
YDL005C	YFL024C	binding enriched	7.716
YJL127C	YIL056W	?	61.660
YDR310C	YFL012W	-	133.267
YGL073W	YPL143W	+	69.330
YNL330C	YNL210W	binding enriched	51.694
YLR403W	YDL192W	?	137.436
YIL131C	YDR246W-A	binding enriched	86.496
YLR403W	YOR064C	-	157.579
YPR086W	YDL195W	binding enriched	63.356
YPR086W	YJR030C	binding enriched	83.850
YPR086W	YDR197W	binding enriched	50.044
YBL103C	YOR385W	+	91.755
YLR403W	YFL014W	-	173.456
YLR176C	YHR038W	binding enriched	132.218
YLR403W	YLR362W	?	21.328
YOL148C	YGR143W	+	98.463
YOR174W	YAL041W	binding enriched	95.330
YBR081C	YLL024C	binding enriched	67.615
YNR010W	YCL040W	-	45.537
YDR259C	YIR001C	binding enriched	134.181
YLR098C	YAL034C	binding enriched	80.511
YNL216W	YKL024C	+	81.855
YDL005C	YGL021W	binding enriched	38.845
YPL139C	YLR162W	-	99.520
YDR259C	YOL055C	binding enriched	87.578
YDR253C	YLL059C	bound	97.013
YIL101C	YOL065C	binding enriched	59.093
YBR112C	YDL176W	binding enriched	98.950
YNL236W	YOL126C	+	4.656
YDR253C	YDR344C	bound	17.965
YPR086W	YBR171W	binding enriched	68.085
YIL131C	YER154W	binding enriched	38.449
YLR403W	YGR060W	?	99.356
YDR463W	YGL073W	binding enriched	98.319
YLR403W	YOR154W	?	149.427
YDR207C	YDR045C	binding enriched	62.356
YDR259C	YFL042C	binding enriched	97.563
YDL005C	YJR017C	binding enriched	51.415
YOR174W	YHR116W	binding enriched	104.508
YIL036W	YLR405W	+	140.301
YGR252W	YEL031W	binding enriched	97.195
YNL330C	YDR123C	binding enriched	86.498
YOL004W	YOR227W	-	112.864
YBR049C	YJR150C	-	92.519
YDR146C	YHR090C	binding enriched	64.071
YBR279W	YNL026W	binding enriched	132.565
YPL254W	YKL063C	binding enriched	84.583
YNL216W	YKL183W	binding enriched	49.121
YML007W	YAR035W	binding enriched	58.680
YIR018W	YOL023W	binding enriched	47.967
YDL005C	YNL069C	binding enriched	76.902
YDR259C	YGR211W	binding enriched	73.136
YIL131C	YDR481C	binding enriched	86.543
YNL216W	YPR069C	+	84.018
YEL009C	YAR066W	?	40.530
YDR253C	YOR303W	bound	66.509
YML007W	YJR077C	binding enriched	76.685
YOR110W	YCR083W	binding enriched	99.022
YIL101C	YJL100W	binding enriched	49.011
YOR344C	YGR161C-C	+	101.555
YIL101C	YIR008C	binding enriched	63.166
YOR174W	YGL131C	binding enriched	70.651
YLR403W	YGL162W	+	87.026
YLR131C	YLR286C	+	87.287
YLR182W	YKR090W	-	174.875
YLR176C	YGR155W	binding enriched	52.227
YCR084C	YDR486C	binding enriched	99.266
YOR174W	YPL037C	binding enriched	112.895
YIL101C	YJL176C	binding enriched	71.252
YGR252W	YDR246W-A	binding enriched	73.219
YKL112W	YHL021C	+	79.626
YJL127C	YIL116W	+	46.418
YLR403W	YLR259C	+	16.214
YIR018W	YNL204C	binding enriched	83.099
YIL101C	YER020W	binding enriched	38.083
YGR116W	YOR103C	binding enriched	106.420
YDR259C	YNL136W	binding enriched	83.854
YIL036W	YFL014W	-	48.523
YLR403W	YEL057C	-	127.303
YDR259C	YLR234W	binding enriched	131.914
YDR259C	YOR234C	binding enriched	69.212
YDL005C	YIL013C	binding enriched	20.397
YOR110W	YBL091C	binding enriched	114.795
YMR037C	YJL011C	binding enriched	73.314
YDL170W	YKL179C	binding enriched	19.609
YOR028C	YNL161W	binding enriched	59.260
YPL254W	YLR130C	+	80.090
YJL127C	YAR071W	+	67.616
YDR253C	YNL221C	bound	63.458
YBR083W	YMR046C	+	57.309
YHR041C	YOR034C	+	69.169
YJR127C	YPR080W	binding enriched	63.174
YMR021C	YDR098C-B	+	55.140
YIR018W	YOR268C	binding enriched	132.742
YGL073W	YGL135W	+	26.673
YLR403W	YGR195W	?	80.519
YGR252W	YHR083W	binding enriched	75.533
YPR086W	YML127W	binding enriched	30.071
YDR259C	YOL070C	binding enriched	86.928
YDL170W	YGL227W	binding enriched	101.389
YOL116W	YGL029W	-	74.237
YBR081C	YCL025C	binding enriched	63.899
YIL036W	YML133C	+	69.942
YLR071C	YKL103C	binding enriched	92.257
YGR252W	YGR155W	binding enriched	32.675
YOR028C	YDL133C-A	-	53.681
YLR403W	YML047C	-	155.396
YGR252W	YML127W	binding enriched	62.645
YLR176C	YJR091C	binding enriched	134.944
